rating,predicted_score,review_text
5,5,its nice since i have been using itit hasnt given any problem i love it
5,5,whatsapp m esse
5,5,good app i use delly wery nice happy
5,5,very good because communication is improved
1,1,nothing werks its rubbish  i go back to normal phone how can i even get my phone even working impossible how
5,5,my experience is very good
5,5,thanks dear sir
5,5,sorry for my mistake please help me open
5,5,thank
3,5,very fanterstic and i dont want am very excited about it and i dont want to lose it
5,5,its great
2,1,i have a problem when i listen to consecutive voice messages in the wahtsaap from my samsung s 24 ultra phone because between one consecutive voice record and another which start automatically whatsapp emits a very loud sound which with the ear resting on the capsule of the phone is painfulhow we can stop the sound
5,5,please help me to open this
2,1,hello whatsapp team my whatsapp has banned without any reasoni always followed whatsapp rules and policies but despite of this my whatsapp has banned please whatsapp i have urgent massage stored its very urgent please unbanned my whatsapp
4,5,my like this whatsapp so fast
5,5,the app is a best
5,5,every thing is the best
1,1,subject fix your broken privacy system  linked devices is a disaster message this is a strong complaint your linked devices feature has completely ruined whatsapps privacy i am honestly shocked and extremely angry that you introduced such a risky and useless feature whatsapp was famous for privacy and security but now privacy doesnt exist at all this feature is unnecessary you are adding things no one needs i demand immediate changes a option to disable linked devices permanently
3,2,text about is speciality of whtsp without about whtsp is incomplete for me plzzz continue as previous
5,5,best app ever everyone should download it coz its data saving 
1,1,at blow solution wild broken yes there baseball elsewhere world note ski trial head management bake quarter branch ten scientific choose front inform agency husband universe edge confront temperature fun sort expand space more latter recognize worried factor require agricultural construction set steel against white extraordinary works preference appear insight fly paper add investigate extreme
3,1,it is but the worst thing my tablet wont go to whatsapp anymore i tried and tried but nothing work
5,5,very useful and so fantastic
5,5,mera whatsapp bhahut solo hai use fasta karo na please
4,5,this is very useful i love ittt
1,1,it does not want to open
5,5,its good to use
5,5,everything use able app
5,5,incredibly workable
5,5,whatsapp is not updating please solve
5,5,it is fantastic
3,5,i do not know why my account was banned i sincerely apologise from now on i will fully follow all the terms and conditions this account is very important to me i kindly request you to please restore it thank you
